Paquets,51,window,41,polyorder,1,Efficacité,"38,9",Epochs,5
Paquets,251,window,81,polyorder,9,Efficacité,"38,1",Epochs,10
Paquets,251,window,31,polyorder,7,Efficacité,"37,6",Epochs,20
Paquets,151,window,51,polyorder,1,Efficacité,"37,5",Epochs,10
Paquets,301,window,81,polyorder,7,Efficacité,"37,4",Epochs,5
Paquets,125,window,61,polyorder,9,Efficacité,"37,2",Epochs,5
Paquets,75,window,21,polyorder,1,Efficacité,"36,9",Epochs,10
Paquets,151,window,61,polyorder,3,Efficacité,"36,9",Epochs,10
Paquets,301,window,21,polyorder,9,Efficacité,"36,8",Epochs,10
Paquets,301,window,61,polyorder,9,Efficacité,"36,8",Epochs,10
Paquets,251,window,71,polyorder,7,Efficacité,"36,6",Epochs,20
Paquets,101,window,81,polyorder,1,Efficacité,"36,5",Epochs,10
Paquets,151,window,51,polyorder,5,Efficacité,"36,5",Epochs,10
Paquets,51,window,61,polyorder,5,Efficacité,"36,3",Epochs,20
Paquets,301,window,51,polyorder,9,Efficacité,"36,3",Epochs,20
Paquets,301,window,81,polyorder,5,Efficacité,"36,3",Epochs,20
Paquets,25,window,51,polyorder,9,Efficacité,"36,2",Epochs,20
Paquets,251,window,61,polyorder,3,Efficacité,36,Epochs,5
Paquets,51,window,71,polyorder,3,Efficacité,"35,9",Epochs,10
Paquets,301,window,51,polyorder,9,Efficacité,"35,6",Epochs,10
Paquets,125,window,51,polyorder,5,Efficacité,"35,5",Epochs,5
Paquets,51,window,31,polyorder,9,Efficacité,"35,4",Epochs,10
Paquets,101,window,31,polyorder,5,Efficacité,"35,4",Epochs,20
Paquets,101,window,51,polyorder,7,Efficacité,"35,4",Epochs,5
Paquets,101,window,41,polyorder,1,Efficacité,"35,2",Epochs,5
Paquets,251,window,31,polyorder,3,Efficacité,"35,2",Epochs,10
Paquets,151,window,21,polyorder,9,Efficacité,"35,1",Epochs,10
Paquets,151,window,31,polyorder,7,Efficacité,"35,1",Epochs,20
Paquets,251,window,81,polyorder,3,Efficacité,"35,1",Epochs,5
Paquets,301,window,51,polyorder,5,Efficacité,"35,1",Epochs,20
Paquets,101,window,81,polyorder,1,Efficacité,35,Epochs,5
Paquets,125,window,21,polyorder,1,Efficacité,35,Epochs,20
Paquets,101,window,71,polyorder,9,Efficacité,"34,9",Epochs,10
Paquets,301,window,41,polyorder,7,Efficacité,"34,9",Epochs,5
Paquets,101,window,31,polyorder,7,Efficacité,"34,8",Epochs,10
Paquets,75,window,61,polyorder,3,Efficacité,"34,7",Epochs,5
Paquets,251,window,51,polyorder,3,Efficacité,"34,7",Epochs,20
Paquets,75,window,31,polyorder,9,Efficacité,"34,5",Epochs,5
Paquets,151,window,71,polyorder,5,Efficacité,"34,5",Epochs,20
Paquets,301,window,41,polyorder,1,Efficacité,"34,5",Epochs,5
Paquets,125,window,51,polyorder,1,Efficacité,"34,4",Epochs,20
Paquets,51,window,51,polyorder,3,Efficacité,"34,3",Epochs,20
Paquets,125,window,41,polyorder,9,Efficacité,"34,3",Epochs,20
Paquets,151,window,41,polyorder,1,Efficacité,"34,3",Epochs,10
Paquets,251,window,31,polyorder,1,Efficacité,"34,3",Epochs,5
Paquets,125,window,31,polyorder,5,Efficacité,"34,2",Epochs,5
Paquets,151,window,31,polyorder,7,Efficacité,"34,2",Epochs,5
Paquets,301,window,71,polyorder,3,Efficacité,"34,2",Epochs,10
Paquets,125,window,31,polyorder,3,Efficacité,"34,1",Epochs,10
Paquets,301,window,31,polyorder,9,Efficacité,"34,1",Epochs,10
Paquets,301,window,81,polyorder,9,Efficacité,"34,1",Epochs,10
Paquets,25,window,21,polyorder,3,Efficacité,34,Epochs,5
Paquets,125,window,41,polyorder,5,Efficacité,34,Epochs,20
Paquets,125,window,61,polyorder,3,Efficacité,34,Epochs,10
Paquets,125,window,81,polyorder,3,Efficacité,34,Epochs,20
Paquets,151,window,21,polyorder,7,Efficacité,34,Epochs,10
Paquets,301,window,81,polyorder,5,Efficacité,34,Epochs,5
Paquets,51,window,81,polyorder,1,Efficacité,"33,9",Epochs,10
Paquets,101,window,21,polyorder,9,Efficacité,"33,9",Epochs,20
Paquets,251,window,21,polyorder,7,Efficacité,"33,9",Epochs,5
Paquets,251,window,41,polyorder,1,Efficacité,"33,9",Epochs,10
Paquets,301,window,21,polyorder,3,Efficacité,"33,9",Epochs,10
Paquets,301,window,21,polyorder,3,Efficacité,"33,9",Epochs,20
Paquets,301,window,31,polyorder,7,Efficacité,"33,9",Epochs,10
Paquets,301,window,41,polyorder,1,Efficacité,"33,9",Epochs,20
Paquets,75,window,81,polyorder,7,Efficacité,"33,8",Epochs,5
Paquets,151,window,51,polyorder,3,Efficacité,"33,8",Epochs,20
Paquets,151,window,71,polyorder,3,Efficacité,"33,8",Epochs,20
Paquets,251,window,51,polyorder,5,Efficacité,"33,8",Epochs,5
Paquets,251,window,81,polyorder,7,Efficacité,"33,8",Epochs,5
Paquets,301,window,51,polyorder,3,Efficacité,"33,8",Epochs,20
Paquets,51,window,51,polyorder,5,Efficacité,"33,7",Epochs,20
Paquets,151,window,21,polyorder,7,Efficacité,"33,7",Epochs,20
Paquets,301,window,71,polyorder,9,Efficacité,"33,7",Epochs,5
Paquets,25,window,21,polyorder,7,Efficacité,"33,6",Epochs,20
Paquets,75,window,21,polyorder,1,Efficacité,"33,6",Epochs,20
Paquets,75,window,41,polyorder,9,Efficacité,"33,6",Epochs,20
Paquets,101,window,31,polyorder,1,Efficacité,"33,6",Epochs,5
Paquets,101,window,31,polyorder,1,Efficacité,"33,6",Epochs,20
Paquets,101,window,31,polyorder,5,Efficacité,"33,6",Epochs,10
Paquets,151,window,61,polyorder,7,Efficacité,"33,6",Epochs,5
Paquets,151,window,61,polyorder,7,Efficacité,"33,6",Epochs,20
Paquets,251,window,71,polyorder,7,Efficacité,"33,6",Epochs,5
Paquets,25,window,41,polyorder,7,Efficacité,"33,5",Epochs,20
Paquets,75,window,41,polyorder,9,Efficacité,"33,5",Epochs,10
Paquets,125,window,61,polyorder,1,Efficacité,"33,5",Epochs,5
Paquets,125,window,61,polyorder,5,Efficacité,"33,5",Epochs,20
Paquets,151,window,31,polyorder,3,Efficacité,"33,5",Epochs,10
Paquets,251,window,41,polyorder,7,Efficacité,"33,5",Epochs,20
Paquets,251,window,71,polyorder,5,Efficacité,"33,5",Epochs,5
Paquets,301,window,81,polyorder,3,Efficacité,"33,5",Epochs,10
Paquets,51,window,81,polyorder,5,Efficacité,"33,4",Epochs,10
Paquets,75,window,61,polyorder,7,Efficacité,"33,4",Epochs,10
Paquets,101,window,41,polyorder,9,Efficacité,"33,4",Epochs,10
Paquets,101,window,51,polyorder,1,Efficacité,"33,4",Epochs,10
Paquets,125,window,41,polyorder,3,Efficacité,"33,4",Epochs,20
Paquets,151,window,81,polyorder,1,Efficacité,"33,4",Epochs,5
Paquets,75,window,41,polyorder,3,Efficacité,"33,3",Epochs,10
Paquets,125,window,31,polyorder,1,Efficacité,"33,3",Epochs,10
Paquets,125,window,51,polyorder,1,Efficacité,"33,3",Epochs,10
Paquets,151,window,21,polyorder,9,Efficacité,"33,3",Epochs,5
Paquets,151,window,21,polyorder,9,Efficacité,"33,3",Epochs,20
Paquets,151,window,71,polyorder,7,Efficacité,"33,3",Epochs,5
Paquets,251,window,71,polyorder,9,Efficacité,"33,3",Epochs,20
Paquets,251,window,81,polyorder,7,Efficacité,"33,3",Epochs,10
Paquets,301,window,81,polyorder,1,Efficacité,"33,3",Epochs,5
Paquets,51,window,21,polyorder,3,Efficacité,"33,2",Epochs,20
Paquets,101,window,61,polyorder,5,Efficacité,"33,2",Epochs,10
Paquets,125,window,81,polyorder,7,Efficacité,"33,2",Epochs,10
Paquets,151,window,41,polyorder,5,Efficacité,"33,2",Epochs,5
Paquets,251,window,81,polyorder,5,Efficacité,"33,2",Epochs,20
Paquets,301,window,31,polyorder,1,Efficacité,"33,2",Epochs,10
Paquets,101,window,21,polyorder,1,Efficacité,"33,1",Epochs,20
Paquets,25,window,81,polyorder,5,Efficacité,33,Epochs,20
Paquets,51,window,21,polyorder,9,Efficacité,33,Epochs,5
Paquets,75,window,61,polyorder,5,Efficacité,33,Epochs,20
Paquets,101,window,41,polyorder,1,Efficacité,33,Epochs,10
Paquets,151,window,31,polyorder,7,Efficacité,33,Epochs,10
Paquets,151,window,71,polyorder,9,Efficacité,33,Epochs,5
Paquets,251,window,81,polyorder,9,Efficacité,33,Epochs,20
Paquets,25,window,21,polyorder,9,Efficacité,"32,9",Epochs,5
Paquets,25,window,61,polyorder,1,Efficacité,"32,9",Epochs,20
Paquets,75,window,41,polyorder,5,Efficacité,"32,9",Epochs,10
Paquets,75,window,41,polyorder,5,Efficacité,"32,9",Epochs,20
Paquets,125,window,61,polyorder,7,Efficacité,"32,9",Epochs,10
Paquets,151,window,71,polyorder,7,Efficacité,"32,9",Epochs,10
Paquets,251,window,31,polyorder,5,Efficacité,"32,9",Epochs,5
Paquets,25,window,31,polyorder,1,Efficacité,"32,8",Epochs,5
Paquets,25,window,41,polyorder,1,Efficacité,"32,8",Epochs,5
Paquets,25,window,41,polyorder,1,Efficacité,"32,8",Epochs,20
Paquets,51,window,21,polyorder,1,Efficacité,"32,8",Epochs,5
Paquets,51,window,51,polyorder,9,Efficacité,"32,8",Epochs,5
Paquets,51,window,51,polyorder,9,Efficacité,"32,8",Epochs,10
Paquets,51,window,81,polyorder,5,Efficacité,"32,8",Epochs,5
Paquets,75,window,31,polyorder,1,Efficacité,"32,8",Epochs,20
Paquets,101,window,41,polyorder,7,Efficacité,"32,8",Epochs,10
Paquets,101,window,71,polyorder,5,Efficacité,"32,8",Epochs,20
Paquets,125,window,31,polyorder,1,Efficacité,"32,8",Epochs,20
Paquets,151,window,81,polyorder,9,Efficacité,"32,8",Epochs,10
Paquets,251,window,41,polyorder,1,Efficacité,"32,8",Epochs,20
Paquets,301,window,31,polyorder,3,Efficacité,"32,8",Epochs,5
Paquets,301,window,41,polyorder,3,Efficacité,"32,8",Epochs,10
Paquets,25,window,21,polyorder,5,Efficacité,"32,7",Epochs,5
Paquets,25,window,81,polyorder,1,Efficacité,"32,7",Epochs,10
Paquets,51,window,41,polyorder,5,Efficacité,"32,7",Epochs,5
Paquets,75,window,21,polyorder,7,Efficacité,"32,7",Epochs,10
Paquets,75,window,41,polyorder,1,Efficacité,"32,7",Epochs,5
Paquets,151,window,51,polyorder,7,Efficacité,"32,7",Epochs,20
Paquets,251,window,21,polyorder,3,Efficacité,"32,7",Epochs,10
Paquets,251,window,41,polyorder,7,Efficacité,"32,7",Epochs,10
Paquets,25,window,41,polyorder,9,Efficacité,"32,6",Epochs,5
Paquets,51,window,21,polyorder,3,Efficacité,"32,6",Epochs,5
Paquets,51,window,41,polyorder,9,Efficacité,"32,6",Epochs,5
Paquets,51,window,51,polyorder,1,Efficacité,"32,6",Epochs,5
Paquets,51,window,61,polyorder,9,Efficacité,"32,6",Epochs,5
Paquets,51,window,71,polyorder,9,Efficacité,"32,6",Epochs,10
Paquets,51,window,71,polyorder,9,Efficacité,"32,6",Epochs,20
Paquets,101,window,81,polyorder,7,Efficacité,"32,6",Epochs,10
Paquets,25,window,41,polyorder,9,Efficacité,"32,5",Epochs,20
Paquets,51,window,41,polyorder,1,Efficacité,"32,5",Epochs,20
Paquets,51,window,41,polyorder,5,Efficacité,"32,5",Epochs,20
Paquets,51,window,41,polyorder,9,Efficacité,"32,5",Epochs,20
Paquets,51,window,81,polyorder,3,Efficacité,"32,5",Epochs,5
Paquets,101,window,71,polyorder,1,Efficacité,"32,5",Epochs,20
Paquets,125,window,51,polyorder,1,Efficacité,"32,5",Epochs,5
Paquets,151,window,61,polyorder,3,Efficacité,"32,5",Epochs,20
Paquets,151,window,81,polyorder,3,Efficacité,"32,5",Epochs,20
Paquets,251,window,31,polyorder,9,Efficacité,"32,5",Epochs,5
Paquets,251,window,51,polyorder,9,Efficacité,"32,5",Epochs,5
Paquets,251,window,51,polyorder,9,Efficacité,"32,5",Epochs,20
Paquets,25,window,31,polyorder,3,Efficacité,"32,4",Epochs,5
Paquets,25,window,81,polyorder,9,Efficacité,"32,4",Epochs,10
Paquets,51,window,51,polyorder,9,Efficacité,"32,4",Epochs,20
Paquets,75,window,31,polyorder,3,Efficacité,"32,4",Epochs,20
Paquets,75,window,61,polyorder,1,Efficacité,"32,4",Epochs,10
Paquets,75,window,81,polyorder,5,Efficacité,"32,4",Epochs,5
Paquets,101,window,61,polyorder,1,Efficacité,"32,4",Epochs,5
Paquets,101,window,61,polyorder,3,Efficacité,"32,4",Epochs,20
Paquets,125,window,81,polyorder,5,Efficacité,"32,4",Epochs,20
Paquets,151,window,31,polyorder,5,Efficacité,"32,4",Epochs,20
Paquets,151,window,61,polyorder,5,Efficacité,"32,4",Epochs,20
Paquets,151,window,71,polyorder,5,Efficacité,"32,4",Epochs,10
Paquets,151,window,71,polyorder,9,Efficacité,"32,4",Epochs,20
Paquets,251,window,61,polyorder,1,Efficacité,"32,4",Epochs,10
Paquets,251,window,61,polyorder,3,Efficacité,"32,4",Epochs,10
Paquets,51,window,31,polyorder,5,Efficacité,"32,3",Epochs,10
Paquets,51,window,61,polyorder,5,Efficacité,"32,3",Epochs,10
Paquets,51,window,71,polyorder,5,Efficacité,"32,3",Epochs,20
Paquets,75,window,21,polyorder,5,Efficacité,"32,3",Epochs,10
Paquets,75,window,61,polyorder,3,Efficacité,"32,3",Epochs,20
Paquets,125,window,41,polyorder,5,Efficacité,"32,3",Epochs,10
Paquets,151,window,21,polyorder,3,Efficacité,"32,3",Epochs,5
Paquets,251,window,21,polyorder,3,Efficacité,"32,3",Epochs,20
Paquets,251,window,41,polyorder,9,Efficacité,"32,3",Epochs,20
Paquets,251,window,51,polyorder,7,Efficacité,"32,3",Epochs,20
Paquets,25,window,21,polyorder,3,Efficacité,"32,2",Epochs,20
Paquets,25,window,71,polyorder,3,Efficacité,"32,2",Epochs,5
Paquets,51,window,71,polyorder,5,Efficacité,"32,2",Epochs,10
Paquets,75,window,71,polyorder,5,Efficacité,"32,2",Epochs,5
Paquets,75,window,81,polyorder,3,Efficacité,"32,2",Epochs,5
Paquets,101,window,51,polyorder,5,Efficacité,"32,2",Epochs,20
Paquets,125,window,61,polyorder,7,Efficacité,"32,2",Epochs,20
Paquets,125,window,71,polyorder,1,Efficacité,"32,2",Epochs,5
Paquets,125,window,81,polyorder,7,Efficacité,"32,2",Epochs,20
Paquets,301,window,51,polyorder,9,Efficacité,"32,2",Epochs,5
Paquets,301,window,81,polyorder,1,Efficacité,"32,2",Epochs,10
Paquets,301,window,81,polyorder,1,Efficacité,"32,2",Epochs,20
Paquets,25,window,51,polyorder,9,Efficacité,"32,1",Epochs,5
Paquets,51,window,41,polyorder,3,Efficacité,"32,1",Epochs,5
Paquets,51,window,51,polyorder,5,Efficacité,"32,1",Epochs,5
Paquets,75,window,71,polyorder,3,Efficacité,"32,1",Epochs,5
Paquets,101,window,81,polyorder,7,Efficacité,"32,1",Epochs,20
Paquets,101,window,81,polyorder,9,Efficacité,"32,1",Epochs,5
Paquets,151,window,31,polyorder,9,Efficacité,"32,1",Epochs,10
Paquets,151,window,81,polyorder,3,Efficacité,"32,1",Epochs,5
Paquets,301,window,21,polyorder,1,Efficacité,"32,1",Epochs,5
Paquets,51,window,31,polyorder,9,Efficacité,32,Epochs,20
Paquets,51,window,61,polyorder,1,Efficacité,32,Epochs,10
Paquets,51,window,81,polyorder,1,Efficacité,32,Epochs,20
Paquets,51,window,81,polyorder,9,Efficacité,32,Epochs,10
Paquets,75,window,31,polyorder,7,Efficacité,32,Epochs,20
Paquets,101,window,31,polyorder,3,Efficacité,32,Epochs,10
Paquets,101,window,61,polyorder,9,Efficacité,32,Epochs,5
Paquets,101,window,61,polyorder,9,Efficacité,32,Epochs,20
Paquets,125,window,31,polyorder,3,Efficacité,32,Epochs,20
Paquets,125,window,71,polyorder,5,Efficacité,32,Epochs,20
Paquets,251,window,71,polyorder,3,Efficacité,32,Epochs,10
Paquets,251,window,71,polyorder,5,Efficacité,32,Epochs,10
Paquets,25,window,21,polyorder,7,Efficacité,"31,9",Epochs,10
Paquets,75,window,41,polyorder,3,Efficacité,"31,9",Epochs,20
Paquets,75,window,81,polyorder,9,Efficacité,"31,9",Epochs,5
Paquets,125,window,51,polyorder,7,Efficacité,"31,9",Epochs,20
Paquets,251,window,31,polyorder,3,Efficacité,"31,9",Epochs,20
Paquets,301,window,41,polyorder,9,Efficacité,"31,9",Epochs,20
Paquets,301,window,61,polyorder,7,Efficacité,"31,9",Epochs,5
Paquets,301,window,61,polyorder,7,Efficacité,"31,9",Epochs,10
Paquets,25,window,31,polyorder,9,Efficacité,"31,8",Epochs,20
Paquets,75,window,71,polyorder,1,Efficacité,"31,8",Epochs,5
Paquets,125,window,81,polyorder,1,Efficacité,"31,8",Epochs,10
Paquets,151,window,21,polyorder,5,Efficacité,"31,8",Epochs,20
Paquets,151,window,61,polyorder,7,Efficacité,"31,8",Epochs,10
Paquets,25,window,71,polyorder,7,Efficacité,"31,7",Epochs,10
Paquets,101,window,21,polyorder,5,Efficacité,"31,7",Epochs,20
Paquets,125,window,51,polyorder,9,Efficacité,"31,7",Epochs,20
Paquets,125,window,81,polyorder,9,Efficacité,"31,7",Epochs,20
Paquets,151,window,71,polyorder,3,Efficacité,"31,7",Epochs,10
Paquets,51,window,21,polyorder,3,Efficacité,"31,6",Epochs,10
Paquets,101,window,71,polyorder,7,Efficacité,"31,6",Epochs,20
Paquets,151,window,41,polyorder,3,Efficacité,"31,6",Epochs,20
Paquets,301,window,31,polyorder,1,Efficacité,"31,6",Epochs,5
Paquets,125,window,41,polyorder,7,Efficacité,"31,5",Epochs,5
Paquets,125,window,41,polyorder,7,Efficacité,"31,5",Epochs,20
Paquets,151,window,41,polyorder,3,Efficacité,"31,5",Epochs,10
Paquets,151,window,41,polyorder,7,Efficacité,"31,5",Epochs,5
Paquets,301,window,71,polyorder,5,Efficacité,"31,5",Epochs,20
Paquets,301,window,71,polyorder,7,Efficacité,"31,5",Epochs,10
Paquets,101,window,51,polyorder,7,Efficacité,"31,4",Epochs,10
Paquets,301,window,21,polyorder,7,Efficacité,"31,4",Epochs,20
Paquets,301,window,41,polyorder,7,Efficacité,"31,3",Epochs,20
Paquets,301,window,41,polyorder,9,Efficacité,"31,3",Epochs,5
Paquets,301,window,41,polyorder,9,Efficacité,"31,3",Epochs,10
Paquets,125,window,21,polyorder,3,Efficacité,"31,2",Epochs,5
Paquets,251,window,51,polyorder,7,Efficacité,"31,2",Epochs,10
Paquets,51,window,31,polyorder,1,Efficacité,"31,1",Epochs,10
Paquets,51,window,31,polyorder,9,Efficacité,"31,1",Epochs,5
Paquets,125,window,71,polyorder,3,Efficacité,"31,1",Epochs,20
Paquets,251,window,31,polyorder,7,Efficacité,"31,1",Epochs,5
Paquets,251,window,71,polyorder,7,Efficacité,"31,1",Epochs,10
Paquets,51,window,21,polyorder,9,Efficacité,31,Epochs,10
Paquets,75,window,51,polyorder,9,Efficacité,31,Epochs,5
Paquets,125,window,31,polyorder,1,Efficacité,31,Epochs,5
Paquets,301,window,71,polyorder,7,Efficacité,31,Epochs,5
Paquets,75,window,41,polyorder,7,Efficacité,"30,9",Epochs,5
Paquets,301,window,21,polyorder,9,Efficacité,"30,9",Epochs,5
Paquets,101,window,71,polyorder,5,Efficacité,"30,8",Epochs,5
Paquets,251,window,21,polyorder,1,Efficacité,"30,8",Epochs,5
Paquets,301,window,31,polyorder,9,Efficacité,"30,8",Epochs,5
Paquets,301,window,51,polyorder,1,Efficacité,"30,8",Epochs,10
